0,1,sentiment,SBert_유사도
내가 화를 내니까 도리어 그 친구가 나에게 서운하다고 하는 거 있지. 적반하장으로 내가 너무하다고 하는 말에 너무나 충격받았어. 나를 이해심 없는 사람으로 몰아서 참 상처가 컸어.,"응, 그러니 아이가 그런 소리를 할 때면 너무 상처 받지 않았으면 좋겠어. 원래 그 나이에는 듣는 상대방을 생각하면서 말하지 않으니까 말이야. 철부지 시기에 다 그러는 거지.",상처,0.282625287771225
나랑 친하지 않은 지나가던 사람이 그랬다면 물론 충격이었겠지만 이만큼은 아니었을 것 같아. 내가 그래도 사람 보는 눈이 있다고 생각했는데 정말 상처야.,아이가 다음에는 그런 상처를 주지 않도록 내가 잘 훈육해볼게. 얼른 그 상처가 회복되기를 바라!,상처,0.30422109365463257
그 친구가 다른 친구들에게 말을 이상하게 전할까 봐 많이 걱정 되네. 다른 친구들도 나를 오히려 이상하게 생각하면 어쩌지.,그래서 최근에 당신 표정이 많이 어두웠던 거구나. 정말 힘들었을 것 같아. 아내인 내가 이럴 때 더 힘이 되어 줘야 했는데. 많이 힘들었겠다.,상처,0.2655773162841797
노트북은 잃었지만 그로 인해 인생의 교훈을 하나 얻었다고 생각하자. 다른 친구들도 사정을 듣는다면 나를 위로해주겠지.,"이따금 그런 곳이 있긴 하더라고. 나 역시 그런 환경에서 일했던 적이 있어서 당신 마음 충분히 이해하고 있어. 얼마나 힘들고 답답할까, 이야기를 해도 들어주지 않으니 말이야.",상처,0.5121963024139404
여보에게 마음을 털어놓으니까 그나마 기분이 나아졌어. 내 이야기를 진지하게 받아들이고 공감해줘서 고마워.,그런 곳에서도 당신이 꿋꿋하게 버티고 있는 게 정말 대단해. 아무나 그 정도 일을 소화하긴 힘들 거야. 그래도 몸은 챙겨야 할 텐데 너무 걱정이 된다. 많이 힘들었겠다.,상처,0.39022111892700195
"여보, 나 장사가 잘 안 되는 것 같아서 참 마음이 아파. 열심히 해보려고 가게를 연 건데 실패의 맛만 보는 것 같아서 상처야.",너무 힘들어하지 마. 너무 지치면 당신도 쉬어도 돼. 내가 어떻게든 당신 짐을 나눠들면 그만이니까. 알았지?,상처,0.3831046223640442
"우리 오픈하고 나서 코로나가 터져서 사회적 거리 두기 때문에 사람들이 외식을 잘 안 하잖아. 그래서 세상으로부터 외면당한 기분에 상처를 받아. 적자가 계속돼 장사를 그만두려고 해, 더 이상 이렇게 불우해지고 싶지 않아.","내가 비록 괜찮다는 말밖에 할 수 없지만, 마음은 진심이야. 그렇게 힘들게 일을 하는 당신을 보면 마음이 참 아파. 그러니 정말로 나한테 기대도 돼.",상처,0.296516478061676
하지만 이렇게 내내 적자면 우리가 여기서 더 불우해지잖아. 그러면 힘들어서 나 더 이상 열심히 살지 못할 것 같아. 오픈하고 마감할 때까지 손님이 별로 없으니까 상처를 받아서 장사할 의욕을 잃어가.,"고마워. 그렇게 잘 버텨줘서. 당신이 더는 힘들지 않을 수 있게, 나도 곁에서 도울게. 식사라도 제때 할 수 있게 간단한 음식을 싸 줄 수도 있어.",상처,0.48723268508911133
"응, 그래서 가게를 접고 장사를 그만두려고 해. 그냥 우리는 이대로 불우하게 살아갈 운명인가 봐. 그렇지 않고서야 이렇게 일이 잘 안 풀릴 수가 없어.","참는 게 아니야 믿는 거지. 난 당신이 정말 자랑스러워. 그래도 내가 있으니까 언제라도 이야기를 해 주면 좋겠어, 혼자 힘들어하지 말고.",상처,0.13189010322093964
하지만 당신은 내가 이렇게 계속 가게 적자를 내도 상관이 없어? 내가 돈 많이 벌어오겠다고 뻥뻥 큰소리 쳐놓고 이렇게 내내 적자인 상태잖아. 나는 그래서 너무 마음의 상처를 받게 되었거든.,요즘에는 부모들이 자식들에게 용돈도 참 많이 주는 것 같아서 따라가기 힘들지. 우리 애가 친구들에게서 열등감과 소외감을 느낀다고 생각하면 나도 가슴이 미어지는 듯해.,상처,0.39162158966064453
당신 말을 들으니까 마음이 좀 진정이 돼. 정말 당신 말이 맞는 것 같아. 이 고난도 영원한 게 아닌데 내가 너무 섣불리 판단을 하고 괴로워했던 것 같아.,우리 애를 당신이 너무나 사랑하니까 조금의 부족함 없이 키우고 싶은 마음 이해해. 하지만 나는 아이를 키울 때는 오직 돈만이 중요한 건 아닌 것 같아. 우리는 정서적으로나 다른 면으로나 아이를 충분히 훌륭하게 키우고 있으니 자부심을 가져도 좋다고 믿어.,상처,0.33019202947616577
"응, 그렇게 희망을 잡고 한 번 더 열심히 해볼게. 당신 덕분에 버틸 힘이 생겼어. 이렇게 위로해줘서 고마워.",만일 당신이 우리 애 용돈이 턱없이 모자란다고 생각한다면 조금 올려주어도 되겠지. 하지만 이를 계기로 용돈의 액수로 친구를 해주는 아이들은 진짜 친구가 아니라고 말해줘도 되겠지. 아이들은 어른보다 더 회복력이 좋으니 너무 걱정하지는 말자.,상처,0.2699146568775177
나에게 당신이 있어서 천만다행이야. 내가 당신을 생각해서 열심히 할게. 당신이 내 와이프란 사실이 무척 감동이야!,여보가 그렇게 생각하는 줄은 정말 몰랐어. 아이를 볼 때 당신 스스로를 투영해서 보면 당연히 더 마음이 아프겠다. 여보의 마음이 편할 수 있도록 아이의 뜻을 따라주는 것도 좋을 것 같아.,상처,0.24679049849510193
"여보, 나 오늘 아이에게 상처를 받았어. 그래서 마음이 너무 괴로워.",여보가 지금 너무 가슴이 아프고 불우했던 어린 시절이 떠올라 그런 생각마저 하는구나. 그렇지만 객관적으로 생각해도 우리는 정말 충분히 훌륭하고 바른 부모라고 생각해. 아이에게도 의기소침한 부모보다 당당하고 자신감 넘치는 부모로 보이는 것이 좋을 테니 걱정은 그만두자.,상처,0.45765936374664307
아이가 이어폰은 창피하니 최신 이어폰을 사달라고 조르더라고. 그런데 창피하다는 그 단어가 나에게 너무 충격적으로 다가와서 상처 받았어. 이어폰 내가 아이에게 선물해준 건데 창피하다고 하니까 내 마음이 거절당한 기분이었어.,여보가 다시금 씩씩해지는 듯해서 내 마음이 비로소 조금 놓아진다. 당신은 정말이지 좋은 엄마니까 스스로를 칭찬해줘도 괜찮아.,상처,0.386763334274292
사실 이어폰도 겨우 사준 거였는데 아이가 만족을 못 하니 너무 마음이 안 좋더라고. 우리 살림 빠듯해서 최신 이어폰을 사줄 여유가 없잖아. 근데 아이는 그런 것도 모르고 이렇게 상처 주는 말을 하니까 충격이야.,이런 힘든 시기에는 우리 두 사람이 똘똘 뭉쳐야지.,상처,0.13921767473220825
그래도 자꾸 아이가 했던 말이 생각나서 온종일 일에 집중할 수가 없어. 나 아이의 얼굴을 볼 때면 그 말이 자꾸 생각날 것 같아.,당신 괜찮아? 정말 말도 못 할 만큼 큰 아픔으로 들렸을 텐데 당신 마음이 걱정돼.,상처,0.45191478729248047
그래도 쉽사리 마음이 진정이 안 되네. 아무래도 내가 받은 상처가 너무 큰 것 같아.,"어떻게 그러지 않을 수 있겠어, 당신 마음 충분히 공감해. 더군다나 당신이랑 장모님은 정말로 애틋하게 가까운 사이잖아, 요양원에 모신다는 게 얼마나 어려운 일이겠어. 더군다나 무심한 듯 통보를 받았다니 그 마음이 얼마나 찢어지고 아플지 충분히 공감이 가. 나도 슬픈걸?",상처,0.6507940888404846
당신 말을 듣고 보니까 마음이 한결 괜찮아지네. 아무래도 생각 없이 한 말에 내가 너무 예민하게 받아들였나 봐.,"이번 일로 지워지지 않을 만큼 당신 마음에 큰 상처가 되었겠다. 그 말을 듣는 순간 얼마나 가슴이 아팠을까 싶어 내 마음도 좋지 않네. 혼자서 충격적인 말을 듣느라 많이 힘들었겠다, 너무 고생했어 정말로.",상처,0.576756477355957
"그래, 아이가 어리다는 사실을 간과했던 것 같아. 그래도 당신 덕분에 진정될 수 있었어. 이렇게 달래줘서 정말 고마워.","여보 정말 잘했어, 우리 둘이서라도 장모님 더 잘 모시자. 내 생각에도 요양원은 정말 아닌 것 같아, 우리 부모님이었다고 생각해도 안될 일이야. 걱정하지 마, 나도 최선을 다해서 당신 도울게.",상처,0.6262195110321045
내가 요즘 너무 집안일을 돕지 못한 것 같아서 면목이 없어. 그런데 회사에서 사람을 뽑아주지 않아서 나 혼자 처리하게 되었어. 그래서 나도 심적으로 많이 지치고 상처를 받았어.,"여보 우리는 부부잖아? 부부는 서로 어려울 때 도와야지, 당신의 힘든 일은 내 일이야. 그러니 걱정 말고 우리 힘 내보자, 전부 다 잘될 거야. 나만 믿어!",상처,0.415063738822937
아니야. 이건 당신 잘못이 아닌데. 일이 힘들어서 자꾸만 사람들이 나가는 거야. 몇 명으로는 돌아가지 않는 곳인데도 그 이야기를 무시하니까 너무 마음이 힘드네.,별말씀을 다 한다. 지금 잠깐 어려움이 있더라도 같이 헤쳐 나가자. 알았지?,상처,0.46733909845352173
그러니까. 분명 고칠 수 있는 문제인데도 기존 사람들에게 모든 부담을 지게 하고 있어. 이번에 나랑 쭉 5년을 손발 맞췄던 형도 그만둔다고 하더라고. 바빠서 식사를 할 시간조차 없는 곳에서 버티긴 힘드니까.,"알겠어, 마치자마자 뒤도 돌아보지 않고 들어갈게, 조금 있다가 봐!",상처,0.2572653889656067
어쩔 수 없잖아. 이제는 굶는 건 습관처럼 느껴질 정도야. 너무 배가 고파서 어떨 때는 밥이 들어가지 않을 정도인데 의견 하나도 받아주지 않다니. 정말 상처야.,당신의 문자를 읽고 나서 핸드폰을 떨어뜨릴 정도로 충격받았어요. 내가 이 정도인데 당신은 얼마나 힘들지 알 것 같아서 나 마음이 찢어질 것 같아. 너무 자신을 자책하지 말아요.,상처,0.3943783938884735
그렇게 말해 줘서 너무 고맙다. 정신이 확 들어. 그리고 무엇보다 아까 기분보다는 한결 나아졌어. 고마워.,당연히 그런 생각이 들 거예요. 과거부터 당신을 봐왔을 때 정말 대단할 정도로 노력한 당신이잖아요. 그래도 당신이 노력이 절대 쓸모없는 게 아니니까 그것만 너무 집중해서 자신을 괴롭히지 말아요.,상처,0.45278412103652954
"그 말로도 충분히 짐이 나눠진 것 같다는 말이야. 힘들어, 하지만 힘들다고 그만할까, 하는 생각은 해 보지 않았어. 내가 시작한 일이니까, 열심히 할 거야.",남을 탓하지 않고 자기 자신을 괴롭히는 당신의 메시지를 보니 나의 마음이 더 아프네요. 여전히 착한 당신이라 지금 마음이 많이 지친 게 느껴져요. 자신을 괴롭히면서 이 상황을 받아들이기에는 당신이 너무 괴로울 것 같아서 제가 다 속상하네요.,상처,0.4524551331996918
그 말을 들으니까 정말 기운이 나네. 말만이라도 고마워. 내가 늘 당신한테는 미안해. 그래도 날 위해서 조금만 참고 기다려줘.,지금 당신이 몸과 마음 두 개 다 지쳐서 그런 거죠. 평상시에는 우리 가족의 기둥으로 항상 중심 역활을 해서 아이들과 나 모두 당신에게 의지했는데. 지금 생각해 보니 그게 당신에게 너무 부담을 준 것 같아서 미안해요.,상처,0.5970709323883057
"여보, 아이가 용돈이 적다고 슬퍼하면서 울어서 내 마음이 너무 아파. 다른 가정 아이들과 비교하면 솔직히 더 적기는 한 것 같아. 우리 사정이 넉넉하지 않으니 아이가 기가 죽는 듯해서 나도 너무 상처받아.",당연하죠. 당신의 몸부터 챙겨서 다시 가정으로 돌아와 주는 게 우리가 제일 바라는 거예요. 다시 회복될 수 있을 거예요. 당신의 건강을 우리 모두 알고 있으니까 당신을 믿어요.,상처,0.3063046634197235
우리가 경제적으로 넉넉하지 못해서 아이에게 씻을 수 없는 유년기의 상처를 주는 게 아닐까 싶어. 그런 생각을 하면 나부터가 상처받는다니까.,그렇게 메시지를 보내주니 저도 눈물이 날 것 같아요. 지금은 내 도움에 힘이 난다는 말이 너무 감사하네요.,상처,0.25584086775779724
그렇지만 용돈이 너무 적어서 우리 아이가 친구 사귀기가 힘들다면 우리가 무리해야 하지 않을까. 우리 아이가 친구들 사이에서 곤란해지는 상상을 하면 내가 너무 상처를 받아.,저도 당신에게서 절망과 불안의 그림자를 느꼈을 때는 같이 절망적이더라고요. 그래도 나의 진심 어린 문자를 보내며 당신에게 닿기를 기도하고 바랐죠.,상처,0.31172770261764526
내가 어릴 적에 넉넉하지 못한 집안에서 자랐거든. 우리 애를 보면 나의 어린 시절 상처가 자꾸 건드려지는 것 같아.,왜? 무슨 일이 있었던 거야? 누가 당신을 상처받게라도 한 거야?,상처,0.38947445154190063
이럴 때면 우리가 아직 경제적으로 준비되지 않은 상황에서 너무 무책임하게 아이를 가졌나 싶어. 그런 생각까지 하게 되면 당연히 상처가 깊어져.,듣는 나도 이렇게 속상하고 상처받았는데 당신은 더 상처받았겠어. 당신이 그 말을 들었을 생각 하니까 너무 화가 나고 나도 마음이 안 좋네.,상처,0.35593730211257935
여보의 의견이 옳은 것 같아. 이렇게 마음을 졸이고 전전긍긍한다고 해서 갑자기 상황이 나아지는 것도 아니잖아. 그럴 바에는 기운을 차리고 긍정적이 되는 편이 낫지.,양해까지 구했는데 그런 얘기를 들으면 당연히 속상하고 상처받지. 그런 사람 말을 귀담아듣고 상처받을 필요 없어. 마음만 아파지니 그냥 흘려버리자.,상처,0.557747483253479
여보에게 털어놓길 정말 잘한 것 같아. 부부가 이럴 때 함께 의지하니까 위로가 된다.,상처를 극복하는 첫 순서는 자신의 아픔을 드러내는 거래. 예전과는 다르게 지금은 당신도 자신의 상처를 먼저 얘기하고 있어. 이건 상처를 극복하는 과정인지도 몰라.,상처,0.26424461603164673
"여보, 나 오늘 정말 상처받는 말을 들었어. 친정 오빠들이 엄마를 요양원에 모시자고 하더라? 어떻게 그런 말을 아무렇지도 않게 하는지 이해가 가질 않아. 정말 상처받았어.",당신만큼 아이를 사랑하고 아끼는 부모가 없어. 당신은 힘들어도 아이를 위해서 많은 경험도 시켜주려고 하잖아. 그건 정말 누구나 할 수 없는 훌륭한 거니까 자책하지 않아도 돼.,상처,0.5303624868392944
하나도 괜찮지 않아. 적어도 그런 문제는 다 같이 모여 상의한 후 결정해야지 통보식으로 말하고 말이야. 정말 그런 태도에 너무나도 큰 상처를 받았어. 너무 충격이야.,"당신 항상 잘 해오고 있고, 앞으로도 잘 해낼 거야. 너무 의기 소침해 하지 말고 당당하게 살자. 그래야 아이도 좋아하지.",상처,0.24000222980976105
오빠들의 태도가 나로서는 도저히 이해가 가질 않아. 절대 안 된다고 악다구니를 쓰고 전화를 끊었어. 크게 아프지도 않으신데 요양원에 모신다는 게 말이 돼? 정말 상처야.,좋은 생각이야. 아픈 일이 생기면 항상 나한테 말해. 알지? 항상 나는 당신 편이라는 거.,상처,0.4202653765678406
"오늘 일은 절대로 잊지 못할 것 같아. 엄마가 혼자 지내시는 게 보기 힘들다며, 차라리 요양원에 모시는 게 좋지 않겠냐는 말이 맞아? 그래서 나 혼자서라도 모실 테니 다시는 그런 얘기 말라고 했어, 아직도 그 말이 상처야. 정말 속상해.",누가 여보에게 안 좋은 얘기라도 한 거야? 우리 여보가 그러니까 걱정되네.,상처,0.5171207785606384
"그렇게 말해줘서 너무 고마워, 근데 막상 그렇게 큰소리쳤어도 걱정이 돼. 내 욕심 때문에 우리 가족, 그리고 당신 힘들게 하는 건 아닐까 싶어서. 아까 오빠들의 말에 너무 상처를 받아 감정적으로 내뱉은 건 아닐까 싶네.",그런 일이 있었으면 당연히 나도 그런 기분을 느꼈을 것 같아. 여보가 그렇게 상처받았다고 하니까 엄마도 너무 마음이 안 좋네.,상처,0.594214916229248
당신 너무 고마워. 당신의 그 위로 덕분에 방금까지의 상처가 눈 녹듯이 녹아버렸어. 정말 든든하고 너무 의지가 돼.,그 친구가 정말 자기의 기분을 나쁘게 하려고 그런 말을 한 건 아닐 거야. 그 친구가 아직 예쁘게 말하는 방법을 잘 습득하지 못해서 직설적인 말을 했다고 생각하면 어때? 그러면 그나마 기분이 나아지지 않을까?,상처,0.24812035262584686
"응 알겠어. 당신 너무 보고 싶다, 오늘 퇴근하고 일찍 들어와요! 내가 맛있는 저녁 준비해 놓을게.",친구가 예전부터 그랬으면 당연히 상처받을 수 있겠다. 하지만 여보는 다양한 시도도 해보고 자신의 스타일대로 소화를 해내는 멋진 능력가진 사람인걸. 여보 자신을 좀 더 사랑해주면 어떨까?,상처,0.08126378804445267
병원에서 눈 건강이 나빠졌다고 진단받았어요. 전 지금 너무 충격받아서 말이 안 나오고 왜 나빠졌는지 이해가 안 돼요. 난 채식하고 운동도 하는데 이게 다 부질없었던 것이라 생각이 들어서 마음에 상처가 되었어요.,물론이지. 이렇게 나한테 털어놓는 것 자체가 상처를 극복하기 위한 첫 발걸음이라고 생각해. 우리 여보는 반드시 상처를 이겨낼 수 있을 거야.,상처,0.2944255471229553
그렇게 생각하려고 노력해도 나를 깎아내리게 돼요. 이럴 거면 지독하게 지켰던 나의 식단과 운동은 도대체 왜 한 건지 모르겠어요. 생각할수록 상처가 돼서 나의 노력을 떠올리기도 힘겹네요.,그렇다니 다행이야. 그런 친구의 말에 너무 상처받지 말고.,상처,0.1050688773393631
운동하고 열심히 살면 건강이 나빠지지는 않아야 하잖아요. 이게 나의 논리적인 비약이란 것을 알지만 상처받은 마음에 뭐라도 탓하게 되네요.,여보에게 도움이 될 수 있다니 그걸로 기뻐.,상처,0.17315208911895752
그런가요. 저도 모르게 저를 많이 괴롭히고 저를 벼랑 끝으로 몰아세웠나 봐요. 역시 당신이 내 옆에 없다면 난 여전히 나를 컨트롤하기 어렵네요. 당신 정말 고마워요.,당신에게 무슨 일이 일어난 거예요. 천천히 나에게 얘기해줄 수 있겠어요?,상처,0.5800783634185791
아니에요. 지금 내가 이런 처지인데 지금은 그때로 돌아가고 싶어요. 아무리 힘을 내려고 해도 힘이 안 나서 힘이 못 되어 줄 것 같아서 불안해요. 역시 사람이 마음에 상처 받으면 아무것도 할 수 없는 거네요.,내가 당신이었어도 똑같이 자책하며 스스로를 상처냈을 거예요. 듣기만 했는데도 내가 다 안타깝네요.,상처,0.4954659640789032
네. 고마워요. 눈 건강이 나빠져서 시력이 너무 안 좋아질지는 예상도 못 했어요. 그래서 더 마음에 상처가 큰 거 같아요. 당신밖에 생각이 안 나서 연락한 건데 연락 하길 잘했다는 생각이 들어요.,"첫 시도였잖아요, 당연히 그럴 수 있어요. 상처 받은 마음을 잠깐 덮어 두고 친구에게 조언을 받고 다시 한번 더 도전해보는 건 어때요?",상처,0.47304654121398926
그럼요. 나에게 힘이 되어 주는 당신이 있어서 다시 일어설 수 있는 거죠. 눈 건강이 나빠졌다는 생각이 드니까 아무 말도 못 하겠더라고요.,"그렇게 걱정스러운 생각이 들 수 있어요. 내 친구 중에서도 독설가인 친구가 있어서 당신의 마음을 이해해요. 하지만 당신은 직접 뛰어들어 겪어보고 경험을 통해 성장하는 사람이잖아요, 그 모습이 존경스럽고 멋있는 걸요.",상처,0.4876101016998291
그 진심이 나에게 와서 닿았잖아요. 당신이 보내준 메시지 안에 용기와 나에 대한 사랑이 가득 들어 있더라고요. 그것들을 가득 취하고 나니까 나도 모르게 내가 받은 마음의 상처들이 많이 회복되었어요. 고마워요.,"당신의 상처 받은 마음, 치유할 수 있어요. 이미 시도 해봤잖아요, 또 한 번 더 해보면 돼요. 분명 여보는 상처를 이겨내고 스스로 상처를 낫게 할 거예요.",상처,0.6213284134864807
여보. 오늘 너무 상처받는 일이 있었어.,"긍정적인 반응이네요, 정말 다행이에요. 요리도 점점 연습하면 실력이 느니까 너무 의기 소침해있지 말아요.",상처,0.18604688346385956
"응, 우리 아들한테 장애가 있잖아. 형부에게 아이를 맡겼는데 오늘 버스에서 누가 아이에게 안 좋은 말을 했나봐. 그 말이 너무 마음에 걸리고 상처가 되더라.",도움이 되었다니 정말 뿌듯하네요. 당신이 요리의 달인이 될 때까지 열심히 조언해줄게요.,상처,0.14479056000709534
"응, 지하철에서 예절을 지키지 못하고 좀 소란스럽게 굴었나 봐. 그래서 형부가 양해를 구했는데, 어떤 사람이 왜 그런 애를 데리고 타냐고 했대. 듣기만 했는데도 상처받아서 눈물이 나올 것 같더라.",왜요? 누가 당신의 마음을 아프게 한 거예요?,상처,0.4329962730407715
하지만 예전에도 이런 일이 있었잖아. 그때의 상처가 다시 살아나는 것 같아. 영원히 반복되는 걸까?,그런 일이 있었으면 당연히 나도 그런 기분을 느꼈을 것 같아요. 여보가 그렇게 상처받았다고 하니까 너무 마음이 안 좋네요.,상처,0.4873625636100769
그렇게 말해줘서 고마워. 그동안 이런 상황이 있을 때마다 계속 내 탓만 하고 있었어. 그러면 자괴감이 들어서 또 내가 상처받기도 하고.,그 친구가 아직 예쁘게 말하는 방법을 잘 습득하지 못해서 직설적인 말을 했다고 생각하면 어때요? 그러면 그나마 기분이 나아지지 않을까요?,상처,0.26532429456710815
그렇게 말해줘서 정말 고마워. 얘기를 들으니 좀 치유받는 것 같다.,친구가 예전부터 그랬으면 당연히 그런 기분을 느낄 수 있을 것 같아요. 하지만 여보는 못난 사람이 아니에요. 동안인지보다 자신이 주어진 일을 열심히 잘 해내는 멋진 사람이라는 게 중요한 거라고 생각해요.,상처,0.4284953773021698
그래. 당신 덕분에 더 잘 해낼 수 있을 것 같아. 앞으로는 보란 듯이 더 잘 살겠다는 생각을 해야겠어.,물론이죠. 나한테 이렇게 털어놓는 것 자체가 상처를 극복하는 과정이라고 생각해요. 당신은 반드시 상처를 극복할 수 있을 거예요.,상처,0.4796527624130249
당신이가 있어서 늘 행복해. 우리 가족 행복하게 살자. 이따 봐!,그렇다니 다행이에요. 친구의 말에 너무 상처받지 말아요.,상처,0.3931617736816406
여보. 나 오늘 너무 상처받는 일이 있었어.,여보에게 이렇게나마 도움이 될 수 있어서 그걸로 난 기뻐요.,상처,0.34040355682373047
우연히 친구와 같은 옷을 입었는데 다른 친구가 나보고 그 옷은 안 어울린다고 했어. 그 옷을 입은 다른 친구와 저를 비교하는데 그게 마음의 상처가 됐어.,이해심이 많은 당신이 그런 말을 하니 걱정이 되네.,상처,0.2154504805803299
심지어 친구가 저한테 너는 어떤 옷을 입어도 안 어울린다고 말하더라고. 그게 나한테는 너무 큰 상처가 됐어.,당신이 얼마나 참아왔는지 내가 가장 잘 알지. 나였어도 충분히 속상하고 상처 받았을 거야.,상처,0.4716638922691345
하지만 그 친구는 예전에도 나를 무시하거나 깔보는 말들을 하곤 했어. 근데 그 말을 듣다 보니까 그게 진실인 것 같아서 나 자신도 나를 사랑하지 못하겠더라고.,그 친구가 직접 느껴보지 않아서 그렇게 쉽게 얘기하는 것뿐일 거야. 원래 직접 느껴보지 않은 사람은 그 마음을 자세히 알지 못하잖아. ,상처,0.5475850105285645
그래도 계속 친구의 말이 맴돌아서 앞으로 어떤 시도도 할 수 없을 것만 같아. 내가 이 상처를 이겨낼 수 있을까?,그렇긴 하지. 그 친구가 당신의 마음을 아프게 하려고 그렇게 말한 건 아니었을 거야. 그냥 그 친구의 원래 말투가 그런 건 아닐까?,상처,0.5232055187225342
그렇게 말해줘서 고마워. 여보 덕분에 좀 기분이 나아진 것 같아.,당연하지. 여보는 원래 긍정적인 생각으로 다른 친구들을 행복하게 만들어주는 친구이잖아. 이제 그 긍정적인 생각을 가지고 자신을 행복하게 만들도록 해보자. 여보는 충분히 할 수 있을 거야.,상처,0.5494027137756348
"응. 항상 내 편이 되어줘서 고마워, 여보.",원래 상처를 극복하는 데에는 오랜 시간이 걸릴 수 있으니까 초조해하지 말고. ,상처,0.14732159674167633
"여보, 마음에 상처를 입는다는 게 이렇게 힘든 일인 줄 몰랐어요. 정말 속상하다못해 마음에 상처가 되네요.",그 말에 내 기분이 더 좋아져.,상처,0.5224282145500183
"나 요리 못하잖아요, 근데 이번 아들 생일엔 제가 직접 요리를 해주려고 결심했거든요. 한우랑 전복같은 비싸고 좋은 식재료 가득 사서 요리를 했는데 맛이 없어서 착찹했어요. 좋은 재료까지 망치는 스스로에게 상처 받았어요.","왜 그래요, 당신? 뭐 때문에 그런 생각을 하게 되었어요?",상처,0.30844977498054504
"연습해보겠다고 처음엔 친구를 앉혀 놓고 요리를 먹어보라고 했는데 반응이 정말 안좋더라고요. 친구가 원래도 좋게 말하는 편이 아니라서 맛이 없다고, 평생 요리할 생각 말라고 단언하는데 상처 받았어요.","좀 괜찮으신지 걱정되네요. 갱년기 증상이 무척 힘들다고 들었는데, 당신 말씀을 들어보니 보통 일이 아닌 것 같아요. 저도 곧 그 증상이 찾아온다고 생각하면 몸의 아픔도 아픔이지만, 나이듦에 대해 상처입을 것 같네요.",상처,0.27151262760162354
친구가 정말 알아 주는 독설가라서 무서워요. 조언 들었다가 마음에 더 상처만 입을 것 같은 걸요.,세월의 흐름과 그에 따른 몸의 노화를 인간이 어떻게 막겠어요. 그래도 당신은 나이에 비해 아픈 곳 없이 건강하잖아요. 몸뿐만 아니라 정신도 언제나 활기 넘치고 건강하니 너무 힘들어하지 마세요.,상처,0.07993009686470032
하지만 아까 들었던 친구의 독설이 귓가에서 떨어지질 않네요. 자신감이란 자신감은 다 없어져서 다시 시도하기가 힘들 것 같아요. 이 상처를 어떻게 치유할 수 있을지 모르겠어요.,"늙어가는 몸을 막을 수는 없겠지만, 세상을 바라보는 당신의 태도와 열정은 늘 바르다고 생각해요. 당신은 아직도 꿈과 야망이 있잖아요. 저는 배우자로서 그런 점이 정말 존경스러워요.",상처,0.25083228945732117
"격려해줘서 고마워요, 여보. 덕분에 한번 더 해볼까 하는 생각이 드네요.",왜 안 그러겠어요. 갱년기 때문에 마음만큼 몸이 따라주지 않으면 당연히 몸도 마음도 함께 지칠 수밖에 없죠. 그래도 너무 낙담하거나 상처받지 않았으면 좋겠어요.,상처,0.40587109327316284
"알겠어요, 빨리 극복해서 여보한테도 요리해주고 싶네요. 당신이 격려해준 덕분에 할 수 있을 것 같아요. 도움을 줘서 정말 고마워요.",고맙긴요. 당신에게 도움이 되는 배우자가 된다면 저야말로 기쁘고 행복한데요. 갱년기 증상 때문에 많이 힘들면 저에게 언제든지 이야기해주세요.,상처,0.4631566107273102
여보. 나 너무 상처받는 일이 있었어요.,힘들 때마다 당신 곁에 제가 있으니까 기운 내세요.,상처,0.44346243143081665
기미가 생겨서 요즘 얼굴이 얼룩덜룩한데 그걸 친구가 보고 뭐라고 했어요. 너 늙어 보인다고 했는데 내가 노안이라는 콤플렉스가 있어서 그런지 상처가 됐어요.,무슨 일이길래 당신 기분이 안 좋아? 나한테 조금이라도 말해줄 수 있을까?,상처,0.4040636718273163
심지어 친구가 저한테 너는 어차피 피부가 좋아도 너는 노안이라서 어려 보이지 않을 거라고 말하더라고요. 그게 저한테는 너무 큰 상처가 됐어요.,"그랬구나, 사회생활을 하면서 당신과 비슷한 기분을 느끼는 건 어쩌면 당연한 일일지도 몰라. 나도 종종 당신과 같은 기분이 들 때가 있어서 더욱 깊은 공감을 하게 돼.",상처,0.4766802191734314
하지만 그 친구는 예전에도 저의 외모를 무시하곤 했어요. 그 상처가 깊이 남아서 그런지 그 친구가 그렇게 말하는데도 기분 나쁜 티도 못 내겠더라고요.,"그래도 당신은 늘 밝은 에너지를 가지고 있어서, 많은 사람이 따르곤 하잖아. 언제나 긍정적으로 생각하는 당신을 보면서 나도 정말 대단하다고 생각했어.",상처,0.06999123096466064
그래도 계속 친구의 말이 맴돌아서 앞으로 어떤 시도도 할 수 없을 것만 같아요. 제가 이 상처를 이겨낼 수 있을까요?,"그동안 당신이 앓고 있던 상처들이 나에게까지 전달되는 것 같아 마음이 아프네. 그래도, 우리 자신과 가장 친한 사람은 결국 나 자신이라고 하잖아. 분명히 이 상처를 딛고 다시 일어설 수 있는 순간이 올 거라고 나는 믿어.",상처,0.5530872344970703
"그렇게 말해줘서 너무 고마워요, 여보. 덕분에 기분이 좀 나아진 것 같아요.","그럼, 당신 스스로 친해질 기회라고 생각해 보자. 그동안 당신 너무 바쁘게 달려왔으니, 잠시 쉬며 자신을 돌아보는 거야. 언제든 싹 잊고 새로운 마음으로 돌아볼 수 있게 말이야.",상처,0.43645283579826355
