,0,1,SBert_유사도,sentiment
119,"아니야, 집에 있는 옷들도 다 좋아. 당신이 나를 얼마나 많이 챙겨주는데 나도 다 알아.",나를 통해서 당신의 슬픔이 줄었다는 사실에 내가 더 감사하네요. 팔로우 수에 슬픔을 느꼈지만 나와 대화하면서 슬픔을 극복하는 당신은 느껴지니까 나도 마음이 많이 편안해지네요. 사실 연락을 받고 상처받은 모습이 떠올라서 정말 마음이 아프고 걱정되는 마음이 컸었어요.,0.26659902930259705,슬픔
120,그렇게 말해줘서 고마워. 마음이 편해졌어.,그렇게 생각을 변화하여 힘을 내주는 당신 정말 대단하네요. 그리고 나도 마찬가지로 당신의 격려와 지지를 받아서 항상 치유 받는 걸 요. 내 앞에서 항상 멋있고 대단한 당신이니까 너무 무리하지는 말았으면 해요.,0.6284866333007812,슬픔
121,"당신, 나 이번 달에 개설한 인수나 팔로우가 10명뿐이에요. 숫자가 중요한 건 아니지만 10명이면 거의 가족인데 나 인기가 너무 없는 것 같아서 슬프네요. 어떻게 늘릴 수 있는 건지 나에게 관심 있는 사람들이 이렇게 없다는 현실에 많이 슬프네요.",우리 자기 너무 힘들었나 보다. 어제 너무 피곤해 보여서 차마 깨울 수가 없더라고. 얼마나 피곤했으면 그냥 잠들었을까 너무 짠했어.,0.1794680953025818,슬픔
122,"그런 걸까요, 그래도 나에게 관심이 있다면 팔로우를 했을 텐 데. 내가 이렇게 매력이 없는 건가 라는 생각에 더 슬퍼지네요. 뭐 숫자로 연연하는 내가 좀 쪼잔해 보이지만 이건 없어도 너무 없잖아요.",하루만 안 지워도 그러는 거야? 나는 하루 정도는 괜찮은 줄 알고 안 깨웠는데 당신이 편하게 자는 모습이 좋았는데. 당신 일어나서 너무 당혹스럽고 후회됐을 거 같아서 내 마음도 안 좋네.,0.42062026262283325,슬픔
123,"그랬으면 좋겠네요, 사실 글도 몇 개 안 적고 거의 올린 게시물이 없긴 해요. 사람들이 관심을 끌려면 나의 일상을 잘 공유해야 할 것 같아요.","오늘 자기 쉬는 날이라 푹 자라고 깨우지도 않고 나왔는데. 자기 혼자 일어나서 얼마나 당황했을지 생각하니 마음이 아프다. 지금까지 한 번도 안 씻은 적 없던 자기인데, 너무 놀라고 후회감이 밀려왔을 거 같아.",0.3672541677951813,슬픔
124,이게 다 당신 덕분이죠. 당신에게 연락을 안 했더라면 난 아직도 슬픔에 잠겨서 우울해 하고 만 있었을 거예요. 그런데 당신의 응원을 받고 인스타그램의 팔로우를 늘릴 방법을 생각할 수 있는 힘이 생겼어요.,피부 뒤집어져서도 속상하고 슬펐을 텐데. 이불 보고 자기 마음이 한 번 더 씁쓸했겠다. 나도 내가 열심히 정리해 놓은 게 헝클어지면 슬프면서 화까지 나더라고.,0.4678114354610443,슬픔
125,항상 나의 자존감을 지켜줘서 고마워요. 회사의 다른 동료들보다 현저히 적은 팔로우 수가 나의 자존심을 뭉개 버리더라고요. 그래도 당신과 이렇게 문자를 나누니 내가 당신에게 만은 사랑 받는 사람이라는 게 느껴져요.,자기가 충분히 슬프고 후회될 거 같아. 평소에 자기가 꼼꼼한 성격이라서 항상 주변도 깔끔하게 유지하잖아. 그리고 아토피 때문에 먹는 거부터 씻는 거까지 다 신중한데 그냥 자버려서 속상했을 거 같아.,0.33536848425865173,슬픔
126,그런가 봐요. 비교를 하면 끝이 없다는 걸 알면서도 인플루언서들을 보면서 상대적 박탈감을 느끼고 그랬어요. 슬픔이 극에 달하기 전에 당신에게 연락하길 참 잘했다는 생각이 들어요. 당신과 문자를 나누니 처음에 내가 느꼈던 슬픔이 많이 풀어지는 것 같네요.,자기야 너무 자책하지 않아도 괜찮아. 평소에 자기는 언제나 깔끔하고 주변 정리도 잘하는 꼼꼼한 사람이잖아. 자기가 퇴근하고 화장도 못 지우고 잠들었다는 건 지금 진심으로 너무 힘들다는 거잖아 너무 안타까워.,0.4256711006164551,슬픔
127,"그랬군요, 나의 작은 일에도 같이 공감해 주고 걱정해 주는 여보가 있어서 정말 다행이네요. 이제 나를 자랑스러워할 이유가 생길 수 있게 변해야겠다는 생각도 들어요. 매일 당신에게 푸념만 늘어놓는 사람으로 기억되고 싶지 않아요.","그래그래, 자기가 얼마나 바쁘고 피곤하면 집에 와서 곧바로 잠들어 버렸겠어. 난 그런 당신을 보며 너무 마음 아팠어. 그러니깐, 자기가 마음을 조금 편하게 가져도 괜찮을 거 같아.",0.5128049254417419,슬픔
128,"그렇게 반응해줘서 너무 고마워요, 역시 내 편이 있다는 것이 정말 행복하고 든든한 느낌이네요. 이제는 팔로우 수에 집착하지 않고 내 매력을 펼치면서 게시물을 올려볼게요. 이게 다 당신 덕분에 자신감이 생겼어요.",무슨 일 있었던 거야? 말해줄 수 있어? 원래 내 뜻대로 안되는 게 육아라고 하잖아 너무 자책하지 마.,0.44785234332084656,슬픔
129,이럴 수가. 나 어제 퇴근하고 돌아와서 화장도 못 지우고 그냥 잠들어 버렸어. 일어났더니 피부도 이상하고 이불이며 베개에 화장이 다 묻었어.,나는 아무래도 애들 보는 시간이 당신보다 짧으니까 그런 거 같아. 내가 여보였으면 아마 더 심하게 화를 냈을 거야. 이건 정말 당신 잘못이 아니야 너무 슬퍼하면서 괴로워하지 말았으면 좋겠어.,0.3352915048599243,슬픔
130,나 아토피 심해서 화장 안 지우면 피부 완전히 뒤집어지는데. 어떻게 해. 지금 피부 가렵고 빨갛게 울긋불긋 올라오고 난리 났어. 내 상태 잘 알면서 그냥 자버리다니 너무 슬프고 후회돼.,당연히 그럴 수 있어 나 같아도 그랬을 거야. 상대가 애들이고 어린 나이라서 화를 내면 내 자신한테 더 실망하게 되잖아. 나도 애들하고 오래 있으면 그런 기분 정말 많이 느껴.,0.4447677731513977,슬픔
131,"일어나면서 얼굴이 간지러운 거야. 너무 아차 싶더라고, 설마 내가 그대로 잠들었나 싶어서. 거울을 보는데 얼마나 깜짝 놀랐던지.",내 뜻대로 안되는 거는 육아가 일등인 거 같아. 내가 오늘 집에 빨리 들어가서 애들 볼테니까 당신은 혼자서 바람 좀 쐬고 오는 건 어때? 그러면 슬픈 마음이 좀 진정될 수 있을 거 같아서 그래.,0.4440765380859375,슬픔
132,"정말 너무 속상하더라고. 그리고 아토피 다시 한동안 관리할 생각하면 너무 슬퍼. 거기다가 이불빨래 저번 주말에 했는데, 이불이며 베개가 다 화장품 범벅이야 그냥 막막하다.",당연하지 내가 조퇴하고 오늘 일찍 들어갈게. 애들 데리고 나가서 밥 먹고 놀다올테니까 여보는 여보만의 시간을 가져. 내가 진작 이런 상황을 만들어줬어야 하는데 미안해.,0.39433518052101135,슬픔
133,"맞아, 자기 문자처럼 슬프고 화나고 후회되고 지금 감정이 왔다 갔다 해. 기분이 너무 안 좋아. 그래도 자기가 내 슬픔에 같이 힘들어해주니까 마음이 좀 괜찮아져.",오랜만에 애들하고 시간도 가지고 나야 영광이지. 오히려 요즘 내가 너무 신경을 못써줘서 미안해. 회사 일이 바쁘다는 핑계로 소홀했던 거 같아.,0.31839609146118164,슬픔
134,"응, 진짜 슬프고 속상해. 내가 왜 씻지 않고 자버려서라는 자책이 계속 들었는데. 그래도 이제 마음이 천천히 풀리고 있어.",맞아 내가 앞으로도 일부러 시간을 내서라도 당신이 혼자 있을 수 있게 노력할게. 항상 너무 고마워.,0.42908743023872375,슬픔
135,"응, 요즘 일이 너무 많아진 거 같아. 회사에서 점심 먹을 시간도 없이 바빠.",전에 폐경 시작 평균 연령을 본 적이 있는데 빠른 편인 것 같네요. 많이 놀랍고 당황스러웠을 것 같은데 괜찮아요?,0.18159358203411102,슬픔
136,자기랑 문자하면 마음에 위로를 많이 받는 거 같아. 고마워.,제가 그 충격과 슬픔을 어떻게 헤아릴 수 있겠어요. 예전에 검색을 해본 적이 있는데 폐경이 처음 찾아왔을 때의 무기력함과 슬픔은 정말 크더라고요. 당신도 그런 무기력함과 슬픔을 느끼고 있다고 생각하니 많이 안타깝고 슬퍼요.,0.416913241147995,슬픔
137,여보 나 지금 또 애들한테 소리 질렀어. 화내기 않으려고 노력하는데 왜 이렇게 내 자신이 통제가 안되는지 모르겠어 지금 너무 슬퍼.,충격이 커서 그러겠지만 그렇게 생각하지 않았으면 좋겠어요. 100세 시대에서 해야 할 일도 많고 할 수 있는 일도 많잖아요. 분명 당신은 앞으로 더 멋진 사람이 될 거니까 슬픔에 깊게 빠지지 않았으면 좋겠어요.,0.41244885325431824,슬픔
138,그냥 애들이니까 당연히 그럴 수 있는데 말을 안 들으니까 자꾸 짜증을 내게 돼. 나도 당신처럼 인내심이 많았으면 좋겠는데 정말 슬프다.,절대 그러지 않을 거예요. 당신이 얼마나 그 일을 열심히 해왔는지 제가 아니까 저를 믿고 그런 생각은 거둬요. 우울이 너무 깊어서 부정적인 생각을 하게 되는 것 같은데 그러지 않았으면 좋겠어요.,0.5273906588554382,슬픔
139,오늘 같은 날에는 꾹꾹 참다가 소리를 지른건데 이러면 또 너무 미안해져. 화가 나서 화를 내는 행동을 한 건데 죄책감이 더 크니까 자괴감도 들고 너무 슬프다.,생각해보면 자연스러운 현상일 뿐인 거잖아요. 지나고 돌아보면 별거 아닐 거라고 생각해보는 게 어때요? 지금은 우울하겠지만 늦은 나이에 성공한 여성들을 보면서 별거 아니라고 생각하면 극복할 수 있을 거예요.,0.3425818681716919,슬픔
140,차라리 성인이면 내가 정당하게 화를 냈다고 생각을 할 수 있을 텐데 그게 아니니까 후회가 돼. 그리고 꼭 이러지 말아야지 생각하고 잘 해보려고 하면 더 이런 상황이 발생하더라. 누구 놀리는 것도 아니고.,당신은 열정적이고 성실한 사람이니까 큰 목표도 무조건 달성할 수 있을 거예요. 그러니 너무 좌절하지 말고 힘을 냈으면 좋겠어요.,0.34479984641075134,슬픔
141,그래줄 수 있어? 혼자 생각하는 시간이 필요한 거 같아. 여보 일찍 오면 나 잠깐이라도 카페에 갔다 오고 싶어.,"그래요, 당신은 분명 잘 극복할 수 있을 거예요. 지금도 앞으로도 응원할 테니 기운내요!",0.1817960888147354,슬픔
142,진짜 너무 고맙다 여보. 그럼 애들한테도 사과하고 아빠 오늘 일찍 온다고 말할게. 애들도 좋아하겠다 나도 좀 이제 진정되서 슬픈 마음이 사라졌어.,안 그래도 당신 요즘 너무 우울해 보여서 걱정하던 참이었는데. 혹시 무슨 일 있어요?,0.5469667911529541,슬픔
143,아니야 이렇게 알아줘서 나는 너무 당신에게 고마워. 나가서 마음 좀 진정하고 환기 시키고 돌아올게. 이러면 또 바닥갔던 인내심이 늘어나더라고.,"그런 일이 있었군요, 눈치채지도 못했네. 당신이 혼자 느꼈을 감정을 생각하니 마음이 너무 아프네. 하지만 아들이 정말 당신을 부끄럽게 생각하거나 미워하는 건 아니에요, 당신도 알죠?",0.3429156541824341,슬픔
144,나야말로 고맙지 뭐. 이따 봐.,"당신처럼 내가 그 말을 직접 들었더라면 나도 마음이 무너지는 것 같았을 거예요. 아무래도 아들을 키우다 보니 돌아가신 아버님 생각이 자주 나죠? 대화하면서 아들 마음도 이해가 되고, 돌아가신 아버님 마음도 이해가 돼서 더 힘들었을 것 같아요.",0.19977539777755737,슬픔
145,여보 나 폐경이 시작된 것 같아요. 생각보다 훨씬 빠르게 와서 우울하고 슬프네요.,그렇게 생각하며 당신 자신을 너무 괴롭히지 말아요. 비록 넉넉히 해주진 못했어도 당신은 늘 존경받는 아빠의 역할을 잘 해줬어요. 그리고 아들로서도 아버님 돌아가실 때까지 잘 모시는 모습 보며 늘 대단하고 멋지다고 생각했어요.,0.15142910182476044,슬픔
146,제가 느끼기에는 아무 징조도 없었기에 더 충격적이고 우울해요. 나이를 먹은 게 갑자기 체감이 되니 슬플 따름이네요.,"아이들에게 줄 수 있는 것 중엔 부유함도 있겠지만, 그보다 가치 있는 것들을 가르치고 물려주자고 했었잖아요. 나는 당신이 아이들에게 삶으로 가르쳐 준 여러 모습을 존경해요. 아이들도 분명 당신의 마음을 잘 알고 있을 거예요.",0.09300641715526581,슬픔
147,저도 이런 생각이 들 줄은 전혀 몰랐는데 여자로서 끝이라는 생각까지 들어요. 생각보다 무기력감이 더 크고 이제는 아무것도 할 수 없을 것 같다는 생각이 들어요.,"비록 사춘기다 보니 다른 아이들과 환경적인 다름을 비교할 순 있겠지만, 우리는 아이들을 그렇게 가르치지 않았잖아요. 우리 아들이라면 분명 더 소중한 가치를 분별할 수 있을 거예요. 그걸 계속 알려주기 위해서라도 당신이 어서 힘을 내고 회복했으면 좋겠어요.",0.15658897161483765,슬픔
148,아마 제가 폐경이 올 나이를 은퇴할 나이라고 생각해와서 그런가봐요. 은퇴는 아직도 좀 남았는데 벌써부터 커리어도 끝이 이렇게 중간에 툭 끊길 것 같네요. 마음이 텅 빈 것 같고 착잡해져요.,"당신이 우리 아이들의 아빠라서, 또 나의 남편이라서 나는 늘 감사하고 자랑스러워요. 앞으로도 지금까지 그래왔듯 잘 부탁해요. 우리 아들은 당신 닮아 멋진 남자로, 아버지로 자라날 거예요.",0.10121265798807144,슬픔
149,나도 정말 이러고 싶지 않은데 생각할수록 막막해지고 답답해져요. 몸도 자꾸 고장나고 정신적으로도 힘들어질 것 같은 미래를 상상하게 돼요.,가까운 사람에게 배신당했다는 생각에 많이 슬펐겠군요. 부인 마음이 얼마나 아플지 예상하기도 힘들어요.,0.5571412444114685,슬픔
150,하긴 나이를 먹고서도 충분히 목표를 이루고 성공할 수 있긴 하죠. 제가 너무 좁게 생각하고 우울에 빠진 것 같네요.,저였어도 배신을 당하면 그 상처로 많이 슬퍼하고 울었을 거예요. 부인이 그런 슬픔을 겪고 있다고 생각하니 저도 마음이 찢어질 듯 아파요. 믿고 마음을 열었던 만큼 큰 상처가 났겠지만 분명 시간이 흐르면 아무는 때가 올 거예요.,0.4450564384460449,슬픔
151,응원해줘서 정말 고마워요. 무기력한 마음이 충전되고 있는 것 같아요. 이제 더 힘을 내서 슬픔과 우울을 다 털어내볼게요.,비록 상대로부터 상처를 받았지만 아직 부인을 지탱하고 함께 울어주는 사람들이 곁에 남아 있잖아요. 부인이 먼저 마음을 열고 공감하지 않았다면 그런 관계와 즐거움 또한 느끼지 못했을 거예요. 배신한 사람은 관계의 안정을 느낄 수 없겠지만 부인이 그 때문에 다른 관계까지 포기하긴 일러요.,0.45364102721214294,슬픔
152,요즘 통 슬픈 기분이 해소되질 않네. 오늘 친구 녀석이랑 소주 한잔 하고 들어갈게.,이해해요. 저도 힘든 순간은 무척 더디게 흘러가고 잊었다고 생각한 때에도 불쑥 떠올라 다시 슬퍼지더라고요. 하지만 살다 보니 저를 위로해주는 사람이 곁에 남아있다는 걸 깨달을 때가 오더라고요. 그렇게 기운을 차리면 생각지 못한 행운과 기쁜 일도 생겨서 과거의 아픔은 점차 잊혀질 거예요.,0.2961011528968811,슬픔
153,얼마 전 아들에게 용돈을 줬는데 너무 적다며 불평하더라고. 자기 또래 친구들 이야기를 하며 부끄럽다는 듯 이야기하는데 순간 민망해서 불쑥 화를 내 버렸네. 최선을 다하고는 있다지만 솔직히 부족하고 부족한 부모가 된 기분이라 마음이 안 좋아.,그저 서로가 너무 달랐거나 상황이 좋지 않았던 거지 부인의 잘못은 아니에요. 모두 각자의 특성이 있을 뿐 관계에서 정답은 없으니 너무 슬퍼하지 말아요. 상처로 깊어진 마음의 골에 여러 세월이 차오르며 성숙해지는 시간이 될 거예요.,0.43891698122024536,슬픔
154,"아들의 진심이 어떤지는 나도 알지. 하지만 나한테 이야기하기까지 녀석 혼자 얼마나 많이 참고, 비교했겠어요. 내가 어렸을 적에 같은 이유로 아버지에게 그렇게 자주 투덜거렸었거든.",예기치 못한 배신과 아픔이 왔던 것처럼 미래에 생각지 못한 기쁨이 찾아올 거예요. 그런 가능성을 생각하고 긍정적인 기운을 얻으면 분명 아픔으로 패인 마음에 기쁨이 차오를 거예요. 그러니 너무 슬퍼 말아요.,0.24352970719337463,슬픔
155,"사실 무능력한 아버지가 된 것 같아 자꾸 작아지는 마음이 들어. 내가 어렸을 적 괴로워했던 문제를 우리 아들에게 똑같이 물려 준 것 같아서. 아버지도 내가 어렸을 적 불평할 때마다 이런 기분을 느끼셨을 텐데, 아들로서도 아빠로서도 빵점이네.",부인이 다시 기운을 차렸다니 정말 다행이에요. 비록 과거는 바꿀 수 없지만 성장의 기회로 삼을 수 있잖아요. 아픔을 겪은 만큼 더 깊게 인생과 감정을 이해할 수 있게 될 거예요.,0.27366793155670166,슬픔
156,사실 그 일 후로 아들에게 장문으로 죄송하다는 문자가 왔어. 그런데 그게 정말 미안하더라고. 우리 아들 너무 빨리 철들게 하는 건 아닌가 싶어서.,여보가 다쳤을 것도 걱정이지만 요즘 슬펐다고 하니 제 마음도 너무 아프네요. 본래 슬픈 순간에는 힘든 일만 떠오르고 미래도 암울하게 느껴지잖아요. 그렇지만 분명 이 순간이 지나고 나면 기쁜 날도 올 거라 생각하면 맘이 편해질 거예요.,0.2651817798614502,슬픔
157,정말 아이들도 아빠로서 최선을 다하고 있는 내 마음을 알아줄까? 혹여나 가진 것보다 갖지 못한 것만 더 크게 생각하진 않을까 염려가 돼.,지금은 뒤처지는 듯해 슬프겠지만 노력한 과정과 경험은 사라지지 않고 유일해요. 돌아가는 길이 멀게 보여도 그 속에서 더 많은 경험을 겪어 더 빠르게 성장할 거예요. 본인만의 경험을 통해 성장하기에 비교할 수 없고 결과와 상관없이 노력만으로도 충분히 훌륭해요.,0.3837584853172302,슬픔
158,"그래, 당신 말이 맞아. 내가 이 문제로 계속 주눅 들어 있는 건 아들에게 좋지 못한 모습이지. 그만 우울해하고 털고 일어나서 아이들에게 더 소중한 가치들을 가르쳐 줘야지.",나침반이 제자리에서 흔들리는 것처럼 보여도 실은 올바른 길을 찾는 중이잖아요. 여보가 시도하지 않았더라면 방황하거나 어려움을 극복하는 경험도 하지 못했을 거예요. 지금의 슬픔은 성장을 위한 발판이 될 거고 반드시 원하는 곳에 다다를 테니 기운 내요.,0.5414544343948364,슬픔
159,그렇게 말해줘서 고마워. 당신과 대화하고 나니 마음이 많이 회복되는 것 같아.,여보가 힘든 순간을 견뎌내며 얼마나 슬퍼했을지 쉽게 짐작 가지 않아요. 그렇지만 지금의 아픔도 지나고 나면 작은 웅덩이나 길가에 놓인 돌멩이처럼 작아지는 순간이 올 거예요. 인생도 날씨처럼 흐릴 때가 있듯 밝은 날도 올 거니까 그때를 떠올리면 기분이 나아지질 거예요.,0.43500688672065735,슬픔
160,여보 얼마 전 사고로 부모님이 돌아가시고 남긴 유산을 외삼촌이 도와주겠다고 말하곤 사라졌어요. 오늘 알아보니 제 유산을 가로채고 그대로 해외로 도망을 갔다는 사실을 알게 되어 슬퍼요.,부족한 부분을 본다는 건 더 잘하려고 노력한다는 뜻이고 열정이 많다는 걸 거예요. 비록 이번 사고는 슬펐지만 덕분에 자신이 지쳤다는 걸 알게 되었잖아요. 이번을 휴식 기회로 삼고 지금을 즐기게 된다면 그 기쁨이 추진력이 될 거예요.,0.3426011800765991,슬픔
161,맞아요. 외삼촌이 어릴 적부터 저를 무척 예뻐한다고 생각했거든요. 그래서 유산도 곧 갚겠다는 말만 믿고 드렸는데 그대로 도망갈 줄 몰랐어요. 믿었던 사람으로부터 배신을 당했다고 생각하니 너무 슬퍼서 밥도 넘어가지 않아요.,휴식이 멈춰있는 것처럼 느껴지겠지만 과정이 즐겁지 않다면 나아갈 힘도 생기지 않잖아요. 여보는 이미 많이 노력했고 성패와 상관없이 많은 경험 그 자체가 성과에요. 그 순간들을 이뤄온 자신을 격려하면 다시 기운이 나서 더 멀리 나아갈 수 있을 거예요.,0.2715877294540405,슬픔
162,심지어 엄마가 돌아가시고 얼마 있지 않아 이런 일이 벌어졌잖아요. 저는 같은 가족이라 생각하며 슬픔을 나눌 거라 생각했는데 오히려 제 아픔을 이용했다는 사실이 힘들어요. 앞으로도 어떤 사람과도 믿고 의지할 수 없을 것 같아 더 슬퍼져요.,여보가 다시 기운을 차렸다니 저도 아주 기쁘네요. 비록 지금은 힘든 일이 많고 지쳤겠지만 그건 지금까지 노력해왔다는 뜻이잖아요. 지금까지 걸어온 길을 떠올리며 자신을 더 격려하고 인정하면 분명 지금을 즐길 수 있을 거예요.,0.31155380606651306,슬픔
163,쓰려고 한 돈은 아니지만 부모님이 남긴 유산이 마지막 기억 같아서 간직하고 싶었거든요. 그런데 외삼촌이 유산마저 가로챈 바람에 텅 빈 느낌이 들어요. 이 공허한 마음과 슬픔은 영원히 아물지 않을 것 같아요.,무슨 일이야? 출근길에 무슨 사고라도 났어?,0.25138258934020996,슬픔
164,그렇지만 저는 이미 사람도 돈도 잃었잖아요. 제 잘못이 있었나 찾게 되고 사람을 만날 때도 예전과 달리 의심하고 긴장하게 돼요. 모두가 제 곁을 떠나고 슬픔만 남은 것 같아요.,"아이고, 유기견이 길에 떠돌아다니고 있었구나.",0.33220940828323364,슬픔
165,여보 말을 듣고 나니 마음이 아주 편해졌어요. 저는 외삼촌에게 최선을 다해 대했고 배신당할 만큼 잘못한 적 없어요. 이 문제에서 저는 잘못이 없지만 정말 제가 이 아픔을 잘 극복할 수 있을까요?,"어머, 나 같아도 그런 장면 목격하면 기분이 좋지 않을 것 같아. 오늘 아침부터 그런 걸 목격해서 마음이 좋지 않겠구나. 네 마음이 어떨지 생각하니 내가 다 가슴이 찢어져.",0.46134817600250244,슬픔
166,여보 덕분에 용기가 생겼어요. 곧바로 사람들을 스스럼없이 대하긴 힘들겠지만 노력해볼게요. 여보가 말한 것처럼 포기하기에는 아까운 관계들이 아직 있을 테니까요.,"그러니까 말이야. 자기가 눈물 날 정도라고 하니 내가 더 마음이 아파. 자기, 지금 정말 힘들겠구나. 내가 옆에 가서 토닥여주고 싶을 정도야.",0.5302520394325256,슬픔
167,부인 요즘 제가 정말 정신이 없나 봐요. 운전 중에 잠깐 딴생각을 했는데 가드레일을 들이받아 버렸어요. 요즘 계속 사고도 많이 일어나고 좋지 않은 일만 생기니 슬픈 생각만 들어요.,그 상황에서 누구나 금방 기분이 좋아지지는 못할 거야. 나 같아도 온종일 기분 안 좋은 채로 있었을 것 같아. 쉽게 극복할 수 없는 문제잖아.,0.5858178734779358,슬픔
168,그렇지만 제가 자신을 갖고 추진했던 프로젝트도 실패해서 승진도 못했어요. 제 동기들은 이미 승승장구해서 한 자리 맡았는데 저만 제자리에서 머물고 있어요. 그들 못지않게 노력했다고 생각했는데 오히려 뒤처지기만 하니 슬퍼지고 노력도 의미 없게 느껴져요.,그래도 자기의 그런 마음을 그 유기견도 알아주지 않을까? 아마 누군가 자기처럼 좋은 사람이 대신 키우려고 데리고 갔을 거야. 나쁜 사람도 있지만 자기처럼 좋은 사람도 많잖아?,0.28515860438346863,슬픔
169,요즘 들어 이루려고 했던 목표가 너무 멀고 저는 같은 곳만 헤매며 방황하는 기분이 들어요. 도저히 성장한다는 기분이 들지 않고 지금처럼 슬퍼하다가 계속 후퇴하기만 해요. 제가 원하던 것을 이룰 수 없을 것 같다는 슬픈 생각만 반복하게 돼요.,"응, 지금 당장은 슬픔을 떨궈낼 수 없겠지만 다시 기분 좋아지기를 바랄게. 아침부턴 그런 일을 겪었지만 마무리는 좋은 하루로 끝나기를 바라.",0.5459612607955933,슬픔
170,며칠 전에 아버지도 돌아가셨는데 회사 일도 이렇게 풀리지 않으니 세상이 저를 막는 것 같아요. 지금의 사고처럼 모든 나쁜 일이 저를 덮쳐온다 생각하면 슬퍼서 기운이 안 나요. 앞으로도 제 노력은 세상에 의해 가로막히게 될 거라는 슬픈 예감만 들어요.,하루 8시간 넘게 마스크 쓰고 있어서 그런 것 같아요. 그리고 당신은 간호사라서 이중으로 마스크를 끼잖아요. 자국이 오래 남는 건 당연한 거니 너무 슬퍼하지 말아요.,0.3033745288848877,슬픔
171,하지만 전 만족을 느낀 순간이 거의 없었고 늘 부족한 부분만 보게 돼요. 아버지도 제게 부족하다고 생각했고 제 일도 성과가 제 기대에 미치지 못한다고 생각했죠. 지금 자동차를 운전하면서도 현재에 대한 불평과 슬픔을 생각하다가 결국 사고가 났어요.,갑자기 자신의 노화를 느끼게 된다면 그것처럼 절망적인 일은 없죠. 당신 많이 속상했겠네요. 당신의 문자를 읽는 나도 슬퍼지네요.,0.4327721893787384,슬픔
172,부인 덕분에 마음이 한결 편해졌어요. 지금까지 목적지를 향해 끝없이 달리기만 했는데 사고가 나니 제 상태를 깨달았어요. 부인 말처럼 지금에 만족하고 기뻐하게 되는 순간도 맞을 수 있겠죠?,많이 속상해하는 당신을 보니 내가 더 슬퍼지네요. 마스크 자국에 마음이 슬픈 것처럼 주름도 보기 싫어진 것이니 마음이 간사하다며 우울해하지 말아요.,0.3818387985229492,슬픔
173,부인 말처럼 과정이 즐거워야 더 노력할 수 있게 되는 것 같아요. 저는 목표만 보느라 작은 성취나 과정들에 대해선 충분히 기뻐하지 못했어요. 부인 덕분에 제가 지금까지 해왔던 노력들이 다시 보이고 뿌듯한 맘이 들어요.,자기를 존중하는 마음을 잃어 간다면 그것만큼 슬픈 일이 없는데 많이 힘들겠어요. 내가 당신에게 위로를 해줄 수 있는 방법이 위로를 해주는 것뿐이라서 미안한 마음뿐이에요.,0.42893415689468384,슬픔
174,오늘 회사 출근길에 너무 슬픈 장면을 목격했어.,그렇게 생각해 주면 내가 더 고마워요. 눌린 자국이 오래 남아 있다고 슬퍼하는 당신에게 도움이 안 될까 나도 많이 걱정하고 있었어요. 그런데 이런 나의 노력을 알아주는 당신이 있어서 감사할 뿐이에요.,0.3512895703315735,슬픔
175,"아니, 사고는 아니야. 유기견을 발견했어. 아침부터 너무 슬퍼지더라고.",그렇게 생각해 주는 당신이 있어서 감사한 마음뿐이죠. 우선 오늘 당신이 일하면서 받았던 스트레스가 많이 해소되었다고 해서 얼마나 기쁜지 몰라요.,0.45698097348213196,슬픔
176,"응, 근데 하필 주인에게 버림받은 걸 목격했어. 그래서 그런지 더욱 기분이 안 좋더라고. 버림받는 걸 눈앞에 보니까 내가 버림받은 것처럼 슬퍼져.",당신의 감사하는 마음에 오늘의 문제도 빨리 해소되었잖아요. 이제 용기를 가져요. 당신이 이렇게 풀 죽어 있는 모습을 보니 얼마나 안타까운지 내 마음이 찢어지는 것 같아요.,0.5699031352996826,슬픔
177,왜 끝까지 책임도 못 지면서 강아지를 키울까. 난 그런 사람들 이해할 수가 없어. 버림받은 강아지를 생각하면 눈물이 나.,"그러게, 당신이 타이 맨 모습을 본 지도 오래 된 것 같아. 오년 전까지만 해도 항상 내가 출근 전에 타이를 매줬었는데.",0.1869548261165619,슬픔
178,"응, 정말 지금도 기분이 좋지 않아. 뭘 해도 기분이 나아지지 않더라고.","그렇게 쓸쓸해 하는지 몰랐어. 하지만 회사에 다녔던 30년 동안 많이 힘들어 했고, 그만둘 때도 홀가분하다고 기뻐했었잖아.",0.4197915196418762,슬픔
179,"응, 그 유기견 눈이 얼마나 슬퍼 보이던지. 내가 정말 데리고 오고 싶었는데 그런 여유가 없으니까 속상하더라고.","그동안 일하랴, 출장도 다녀오랴 정말 고생 많았잖아. 여보는 그걸 정말 잘 해냈어. 난 30년 동안 힘든 생활을 버텨낸 여보다 정말 자랑스럽고 대단해.",0.3461170196533203,슬픔
180,"응, 정말 그랬으면 좋겠어. 유기견이 다음에는 좋은 주인을 만난다는 생각을 하니 그나마 마음이 놓이네.",괜찮아. 그건 나이가 드는 과정에서 누구나 느끼는 감정이니 너무 걱정하지 마. 늙어가고 있다고 생각하지 말고 계속해서 성숙하고 있다고 생각하면 슬픈 마음이 좀 나아질 거야.,0.2676694989204407,슬픔
